Merek,Model,Varian,Tahun,harga,Jarak tempuh,Tipe bahan bakar,Transmisi,Kapasitas mesin
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2012,133000000.0,142500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.2 New R Bensin-MT,2023,136000000.0,2500.0,Bensin,Manual,1.2
Toyota,Agya,1.2 TRD Sportivo Bensin-AT,2019,126500000.0,52500.0,Bensin,Automatic,1.2
Honda,Freed,1.5 E Bensin-AT,2013,146500000.0,92500.0,Bensin,Automatic,1.5
Honda,Freed,1.5 E Bensin-AT,2012,135000000.0,112500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 E Bensin-MT,2017,117000000.0,82500.0,Bensin,Manual,1.2
Nissan,Grand livina,1.5 SV Facelift Bensin-AT,2014,102000000.0,107500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.3 E Bensin-MT,2015,120000000.0,92500.0,Bensin,Manual,1.3
Honda,Mobilio,1.5 E Bensin-AT,2015,128000000.0,72500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 S Limited Bensin-AT,2011,115000000.0,142500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 E Bensin-AT,2019,142000000.0,37500.0,Bensin,Automatic,1.2
Nissan,March,1.2 Bensin-AT,2018,117000000.0,42500.0,Bensin,Automatic,1.2
Nissan,March,1.2 L Bensin-AT,2018,122000000.0,42500.0,Bensin,Automatic,1.2
Honda,Accord,2.4 VTI-L Bensin-AT,2010,119000000.0,132500.0,Bensin,Automatic,2.4
Suzuki,Grand vitara,2.4 Bensin-AT,2015,135000000.0,102500.0,Bensin,Automatic,2.4
Isuzu,Panther,2.5 LM Solar-MT,2007,109000000.0,242500.0,Diesel,Manual,2.5
Toyota,Avanza,1.3 G Bensin-AT,2012,115000000.0,117500.0,Bensin,Automatic,1.3
Toyota,Avanza,1.3 G Bensin-MT,2018,147000000.0,87500.0,Bensin,Manual,1.3
Honda,Brio,1.2 E Bensin-AT,2016,130000000.0,67500.0,Bensin,Automatic,1.2
Toyota,Agya,1.2 TRD Sportivo Bensin-MT,2018,111000000.0,82500.0,Bensin,Manual,1.2
Daihatsu,Ayla,1.2 X Bensin-MT,2019,100000000.0,82500.0,Bensin,Manual,1.2
Daihatsu,Ayla,1.2 R Bensin-AT,2018,115000000.0,57500.0,Bensin,Automatic,1.2
Daihatsu,Sigra,1.2 R Bensin-MT,2023,129000000.0,32500.0,Bensin,Manual,1.2
Honda,City,1.5 E Bensin-MT,2012,109000000.0,187500.0,Bensin,Manual,1.5
Nissan,Teana,2.3 230JS Bensin-AT,2006,105000000.0,67500.0,Bensin,Automatic,2.3
Honda,Freed,1.5 E Bensin-AT,2012,135000000.0,87500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-AT,2017,145000000.0,97500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-AT,2018,150000000.0,82500.0,Bensin,Automatic,1.5
Nissan,X-Trail,2.5 Bensin-AT,2011,120000000.0,187500.0,Bensin,Automatic,2.5
Suzuki,Ertiga,1.4 GL Bensin-MT,2013,116500000.0,137500.0,Bensin,Manual,1.4
Mercedes-Benz,E200,1.8 Bensin-AT,2007,130000000.0,87500.0,Bensin,Automatic,1.8
Daihatsu,Xenia,1.3 R Deluxe Bensin-MT,2012,107000000.0,217500.0,Bensin,Manual,1.3
Mitsubishi,Mirage,1.2 Bensin-AT,2017,117000000.0,97500.0,Bensin,Automatic,1.2
Honda,CR-V,2.0 Special Edition Bensin-AT,2011,129000000.0,137500.0,Bensin,Automatic,2.0
Honda,Brio,1.3 E Bensin-MT,2018,120000000.0,32500.0,Bensin,Manual,1.3
Daihatsu,Terios,1.5 TX ELEGANT Bensin-AT,2010,104000000.0,102500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.4 GL Bensin-AT,2013,115000000.0,107500.0,Bensin,Automatic,1.4
Toyota,Avanza,1.5 S Bensin-AT,2011,125000000.0,12500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.3 Bensin-MT,2015,135000000.0,47500.0,Bensin,Manual,1.3
Honda,Brio,1.2 E Bensin-MT,2018,109000000.0,127500.0,Bensin,Manual,1.2
Toyota,Camry,2.4 Bensin-AT,2009,110000000.0,227500.0,Bensin,Automatic,2.4
Honda,Accord,2.4 VTI-L Bensin-AT,2011,135000000.0,82500.0,Bensin,Automatic,2.4
Suzuki,Ertiga,1.4 GX Bensin-MT,2012,112500000.0,87500.0,Bensin,Manual,1.4
Daihatsu,Sigra,1.2 R Deluxe Bensin-AT,2017,118000000.0,177500.0,Bensin,Automatic,1.2
Suzuki,Ignis,1.2 GX Bensin-MT,2019,125000000.0,92500.0,Bensin,Manual,1.2
Toyota,Avanza,1.5 S Bensin-MT,2009,100000000.0,147500.0,Bensin,Manual,1.5
Nissan,Livina,1.5 EL Bensin-MT,2016,115000000.0,152500.0,Bensin,Manual,1.5
Honda,Brio,1.2 New E Bensin-MT,2021,145500000.0,42500.0,Bensin,Manual,1.2
Honda,Jazz,1.5 RS Bensin-AT,2012,136000000.0,102500.0,Bensin,Automatic,1.5
Honda,Freed,1.5 E Bensin-AT,2010,138000000.0,37500.0,Bensin,Automatic,1.5
Nissan,X-Trail,2.0 Autech Bensin-AT,2011,120000000.0,7500.0,Bensin,Automatic,2.0
Honda,Mobilio,1.5 E Bensin-AT,2015,123000000.0,137500.0,Bensin,Automatic,1.5
Honda,CR-V,2.0 Bensin-AT,2010,129900000.0,132500.0,Bensin,Automatic,2.0
Suzuki,Ertiga,1.4 GL Bensin-MT,2014,115000000.0,122500.0,Bensin,Manual,1.4
Honda,Civic,1.8 FD Bensin-AT,2010,148000000.0,132500.0,Bensin,Automatic,1.8
Honda,Freed,1.5 E Bensin-AT,2012,135000000.0,157500.0,Bensin,Automatic,1.5
Nissan,Grand livina,1.5 XV Bensin-AT,2017,115000000.0,77500.0,Bensin,Automatic,1.5
Honda,Civic,1.8 FD Bensin-AT,2010,148000000.0,132500.0,Bensin,Automatic,1.8
Honda,CR-V,2.4 i-VTEC Bensin-AT,2010,135000000.0,137500.0,Bensin,Automatic,2.4
Toyota,Kijang Innova,2.0 E Bensin-AT,2015,150000000.0,117500.0,Bensin,Automatic,2.0
Toyota,Vios,1.5 TRD Sportivo G Bensin-AT,2014,125000000.0,102500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 V Bensin-AT,2010,122500000.0,122500.0,Bensin,Automatic,2.0
Volkswagen,Golf,1.4 TSI Bensin-AT,2012,150000000.0,52500.0,Bensin,Automatic,1.4
Honda,Freed,1.5 S Bensin-AT,2010,115000000.0,97500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.4 GL Bensin-MT,2016,130000000.0,57500.0,Bensin,Manual,1.4
Honda,Brio Satya,1.2 E Bensin-MT,2017,113500000.0,87500.0,Bensin,Manual,1.2
Honda,CR-V,2.0 i-VTEC Bensin-AT,2008,105000000.0,137500.0,Bensin,Automatic,2.0
Kia,Rio,1.4 Bensin-AT,2014,109000000.0,122500.0,Bensin,Automatic,1.4
Honda,Civic,1.8 FD Bensin-AT,2010,135000000.0,132500.0,Bensin,Automatic,1.8
Toyota,Avanza,1.3 E Bensin-MT,2013,105000000.0,167500.0,Bensin,Manual,1.3
Toyota,Calya,1.2 G Bensin-AT,2018,100000000.0,157500.0,Bensin,Automatic,1.2
DFSK,Glory 580,1.5 T Luxury Bensin-AT,2019,135000000.0,67500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.0 D Bensin-MT,2024,120000000.0,7500.0,Bensin,Manual,1.0
Honda,Freed,1.5 E Bensin-AT,2012,135000000.0,82500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.3 G Bensin-AT,2013,115000000.0,107500.0,Bensin,Automatic,1.3
Toyota,Kijang Innova,2.0 V Bensin-MT,2005,110000000.0,202500.0,Bensin,Manual,2.0
Honda,Civic,1.8 FD Bensin-AT,2009,136000000.0,97500.0,Bensin,Automatic,1.8
Toyota,Agya,1.2 G Bensin-MT,2021,115000000.0,42500.0,Bensin,Manual,1.2
Toyota,Rush,1.5 G Bensin-MT,2015,145000000.0,122500.0,Bensin,Manual,1.5
Toyota,Calya,1.2 E Bensin-MT,2023,130000000.0,27500.0,Bensin,Manual,1.2
Honda,Brio,1.2 E Bensin-AT,2014,110000000.0,97500.0,Bensin,Automatic,1.2
Toyota,Avanza,1.3 New E Bensin-AT,2018,139000000.0,142500.0,Bensin,Automatic,1.3
Toyota,RAV4,2.0 Bensin-AT,2023,107000000.0,122500.0,Bensin,Automatic,2.0
Daihatsu,Ayla,1.2 New R Bensin-MT,2023,139000000.0,7500.0,Bensin,Manual,1.2
Hyundai,i20,1.4 GL Bensin-MT,2017,129000000.0,47500.0,Bensin,Manual,1.4
Wuling,Cortez,1.5 T EX Lux+ Bensin-AT,2019,149000000.0,37500.0,Bensin,Automatic,1.5
Toyota,Agya,1.2 GR Sport Bensin-AT,2020,136000000.0,57500.0,Bensin,Automatic,1.2
Honda,Freed,1.5 A Bensin-AT,2010,125000000.0,202500.0,Bensin,Automatic,1.5
Kia,Rio,1.4 SE Bensin-AT,2012,112000000.0,97500.0,Bensin,Automatic,1.4
Honda,Brio,1.2 RS Bensin-AT,2018,148000000.0,57500.0,Bensin,Automatic,1.2
Honda,Brio Satya,1.2 E Bensin-MT,2017,130000000.0,72500.0,Bensin,Manual,1.2
Nissan,Grand livina,1.5 X-Gear Bensin-MT,2013,106000000.0,122500.0,Bensin,Manual,1.5
Honda,Brio,1.2 E Bensin-AT,2017,120000000.0,87500.0,Bensin,Automatic,1.2
Honda,CR-V,2.0 RE1 Bensin-AT,2007,101500000.0,157500.0,Bensin,Automatic,2.0
Daihatsu,Ayla,1.2 R Bensin-AT,2018,115000000.0,57500.0,Bensin,Automatic,1.2
Toyota,Yaris,1.5 S Limited Bensin-AT,2011,119000000.0,122500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.4 GL Bensin-MT,2016,139000000.0,52500.0,Bensin,Manual,1.4
Honda,Accord,2.4 VTI-L Bensin-AT,2010,110000000.0,122500.0,Bensin,Automatic,2.4
Honda,Brio,1.2 E Bensin-AT,2015,110000000.0,72500.0,Bensin,Automatic,1.2
Suzuki,Ertiga,1.4 GL Bensin-AT,2017,119000000.0,82500.0,Bensin,Automatic,1.4
Honda,Brio,1.2 RS Bensin-AT,2017,133000000.0,67500.0,Bensin,Automatic,1.2
Toyota,Calya,1.2 G Bensin-MT,2019,130000000.0,7500.0,Bensin,Manual,1.2
Toyota,Kijang Innova,2.0 V Extra Bensin-AT,2008,145000000.0,202500.0,Bensin,Automatic,2.0
Toyota,Agya,1.2 G TRD Sportivo Bensin-AT,2021,139000000.0,22500.0,Bensin,Automatic,1.2
Toyota,Calya,1.2 E Bensin-MT,2017,115000000.0,22500.0,Bensin,Manual,1.2
Toyota,Agya,1.2 G TRD Sportivo Bensin-AT,2019,125000000.0,52500.0,Bensin,Automatic,1.2
Honda,Civic,1.8 FD Bensin-AT,2008,129000000.0,92500.0,Bensin,Automatic,1.8
Nissan,Grand livina,1.5 XV Bensin-AT,2018,127000000.0,22500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-MT,2014,145000000.0,82500.0,Bensin,Manual,1.5
Suzuki,Ignis,1.2 GL Bensin-AT,2018,115000000.0,37500.0,Bensin,Automatic,1.2
Honda,Accord,2.4 VTI-L Bensin-AT,2013,145000000.0,137500.0,Bensin,Automatic,2.4
Honda,Brio,1.2 E Bensin-MT,2018,125000000.0,62500.0,Bensin,Manual,1.2
Kia,Rio,1.4 SE Bensin-AT,2017,145000000.0,72500.0,Bensin,Automatic,1.4
Kia,Rio,1.4 SE Bensin-AT,2012,117000000.0,137500.0,Bensin,Automatic,1.4
Honda,CR-V,2.4 RE1 Bensin-AT,2010,128000000.0,147500.0,Bensin,Automatic,2.4
Suzuki,Ignis,1.2 GL Bensin-AT,2018,115000000.0,37500.0,Bensin,Automatic,1.2
Nissan,Grand livina,1.5 XV Bensin-AT,2018,127000000.0,22500.0,Bensin,Automatic,1.5
Honda,CR-V,2.4 RE1 Bensin-AT,2012,139000000.0,132500.0,Bensin,Automatic,2.4
Honda,CR-V,2.4 Bensin-AT,2012,149000000.0,112500.0,Bensin,Automatic,2.4
Honda,Jazz,1.5 New S Bensin-MT,2009,106000000.0,87500.0,Bensin,Manual,1.5
Nissan,Teana,2.3 230JS Bensin-AT,2006,105000000.0,67500.0,Bensin,Automatic,2.3
Honda,Freed,1.5 A Bensin-AT,2010,115000000.0,197500.0,Bensin,Automatic,1.5
Toyota,Agya,1.0 TRD Sportivo Bensin-AT,2015,115000000.0,97500.0,Bensin,Automatic,1.0
Toyota,Agya,1.2 New GR Sport Bensin-AT,2023,145000000.0,27500.0,Bensin,Automatic,1.2
Honda,Mobilio,1.5 RS Bensin-MT,2015,148000000.0,102500.0,Bensin,Manual,1.5
Toyota,Avanza,1.3 G Bensin-AT,2015,125500000.0,62500.0,Bensin,Automatic,1.3
Kia,All New RIO,1.5 Bensin-MT,2013,114000000.0,117500.0,Bensin,Manual,1.5
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2014,145000000.0,77500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.3 G Luxury Bensin-AT,2014,120000000.0,97500.0,Bensin,Automatic,1.3
Toyota,Agya,1.2 G TRD Sportivo Bensin-AT,2019,123000000.0,82500.0,Bensin,Automatic,1.2
Honda,City,1.5 E Bensin-MT,2012,109000000.0,187500.0,Bensin,Manual,1.5
Daihatsu,Ayla,1.2 R Bensin-AT,2018,115000000.0,52500.0,Bensin,Automatic,1.2
Toyota,Avanza,1.5 G Bensin-MT,2014,109000000.0,112500.0,Bensin,Manual,1.5
Daihatsu,Ayla,1.2 R Deluxe Bensin-MT,2021,115000000.0,37500.0,Bensin,Manual,1.2
Honda,Freed,1.5 S Bensin-AT,2010,110000000.0,92500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.5 Luxury Veloz Bensin-MT,2013,129000000.0,107500.0,Bensin,Manual,1.5
Honda,Jazz,1.5 S Bensin-AT,2009,110000000.0,177500.0,Bensin,Automatic,1.5
Daihatsu,Taft,2.8 F70 GT Solar-MT,1991,125000000.0,300000.0,Diesel,Manual,2.8
Honda,Freed,1.5 E Bensin-AT,2010,130000000.0,107500.0,Bensin,Automatic,1.5
Nissan,Juke,1.5 RX Bensin-AT,2011,105000000.0,127500.0,Bensin,Automatic,1.5
Nissan,Juke,1.5 RX Bensin-AT,2011,115000000.0,72500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 S Bensin-MT,2008,110000000.0,157500.0,Bensin,Manual,1.5
Honda,City,1.5 E Bensin-MT,2012,109000000.0,182500.0,Bensin,Manual,1.5
Honda,Brio Satya,1.2 New E Bensin-AT,2018,145000000.0,67500.0,Bensin,Automatic,1.2
Honda,City,1.5 S Bensin-MT,2014,125000000.0,112500.0,Bensin,Manual,1.5
Suzuki,Swift,1.4 GL Bensin-AT,2013,117000000.0,127500.0,Bensin,Automatic,1.4
Mazda,Biante,2.0 Bensin-AT,2012,120000000.0,97500.0,Bensin,Automatic,2.0
Honda,Accord,2.4 VTI-L Bensin-AT,2012,145000000.0,137500.0,Bensin,Automatic,2.4
Daihatsu,Ayla,1.2 R Bensin-MT,2019,108000000.0,92500.0,Bensin,Manual,1.2
Honda,Jazz,1.5 S Bensin-MT,2012,108000000.0,122500.0,Bensin,Manual,1.5
Honda,CR-V,2.0 i-VTEC Bensin-AT,2008,99999999.0,127500.0,Bensin,Automatic,2.0
Honda,Freed,1.5 E Bensin-AT,2012,150000000.0,122500.0,Bensin,Automatic,1.5
Nissan,Juke,1.5 RX Bensin-AT,2013,107000000.0,112500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.3 G Bensin-AT,2017,145000000.0,62500.0,Bensin,Automatic,1.3
Kia,Sportage,2.0 LX Bensin-AT,2014,137000000.0,97500.0,Bensin,Automatic,2.0
Daihatsu,Sigra,1.0 M Bensin-MT,2022,110000000.0,62500.0,Bensin,Manual,1.0
Daihatsu,Xenia,1.3 X Bensin-MT,2014,106000000.0,147500.0,Bensin,Manual,1.3
Honda,Brio,1.2 RS Bensin-MT,2017,124000000.0,62500.0,Bensin,Manual,1.2
Honda,City,1.5 E Bensin-AT,2012,122000000.0,97500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.3 R SPORTY Bensin-AT,2012,108000000.0,97500.0,Bensin,Automatic,1.3
Honda,Freed,1.5 E Bensin-AT,2009,125000000.0,122500.0,Bensin,Automatic,1.5
Nissan,Serena,2.0 Highway Star Panoramic Bensin-AT,2016,188000000.0,97500.0,Bensin,Automatic,2.0
Daihatsu,Rocky,1.0 R Bensin-MT,2021,175000000.0,37500.0,Bensin,Manual,1.0
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2018,185000000.0,52500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 E Prestige Bensin-AT,2017,165000000.0,62500.0,Bensin,Automatic,1.5
Mazda,2,1.5 R Bensin-AT,2015,154000000.0,82500.0,Bensin,Automatic,1.5
Nissan,X-Trail,2.0 CVT Bensin-AT,2017,165000000.0,112500.0,Bensin,Automatic,2.0
Honda,HR-V,1.5 S Bensin-MT,2016,189000000.0,102500.0,Bensin,Manual,1.5
Honda,Jazz,1.5 RS Limited Edition Bensin-AT,2014,175000000.0,157500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.5 G Bensin-MT,2023,195000000.0,27500.0,Bensin,Manual,1.5
Toyota,Sienta,1.5 V Bensin-MT,2017,160000000.0,52500.0,Bensin,Manual,1.5
Honda,BR-V,1.5 Prestige Bensin-AT,2016,179500000.0,92500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-AT,2014,180000000.0,87500.0,Bensin,Automatic,2.0
Wuling,Almaz,1.5 Exclusive 5-Seater Bensin-AT,2019,185000000.0,22500.0,Bensin,Automatic,1.5
Mitsubishi,Outlander Sport,2.0 PX Action Bensin-AT,2016,189000000.0,147500.0,Bensin,Automatic,2.0
Wuling,Almaz,1.5 Bensin-AT,2019,176000000.0,27500.0,Bensin,Automatic,1.5
Honda,CR-V,2.0 RM1 Bensin-AT,2013,159000000.0,97500.0,Bensin,Automatic,2.0
Mazda,CX-5,2.5 Grand Touring Bensin-AT,2014,185000000.0,72500.0,Bensin,Automatic,2.5
Honda,Jazz,1.5 RS Bensin-AT,2015,181000000.0,87500.0,Bensin,Automatic,1.5
Mercedes-Benz,C200,1.8 CGI Bensin-AT,2011,172500000.0,117500.0,Bensin,Automatic,1.8
Suzuki,Ertiga,1.5 GX Bensin-AT,2019,170000000.0,77500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 E Bensin-AT,2021,168000000.0,72500.0,Bensin,Automatic,1.2
Nissan,Serena,2.0 Highway Star Bensin-AT,2016,180000000.0,77500.0,Bensin,Automatic,2.0
Suzuki,Ertiga,1.5 GX Bensin-AT,2019,175000000.0,67500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 E Prestige Bensin-AT,2019,198000000.0,102500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.3 X Bensin-AT,2020,155000000.0,72500.0,Bensin,Automatic,1.3
Mazda,2,1.5 GT Skyactiv Bensin-AT,2016,171000000.0,42500.0,Bensin,Automatic,1.5
Nissan,Serena,2.0 Highway Star Bensin-AT,2016,190000000.0,97500.0,Bensin,Automatic,2.0
Mazda,CX-5,2.5 Touring Bensin-AT,2015,199000000.0,137500.0,Bensin,Automatic,2.5
Daihatsu,Xenia,1.3 X Bensin-MT,2022,168000000.0,62500.0,Bensin,Manual,1.3
BMW,530i,3.0 E60 Facelift L6 Bensin-AT,2010,176000000.0,67500.0,Bensin,Automatic,3.0
Toyota,Rush,1.5 G Bensin-AT,2019,200000000.0,72500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 RS Urbanite Edition Bensin-AT,2021,189000000.0,32500.0,Bensin,Automatic,1.2
Honda,CR-V,2.0 Bensin-AT,2013,185000000.0,97500.0,Bensin,Automatic,2.0
Honda,Mobilio,1.5 RS Limited Edition Bensin-AT,2017,172000000.0,77500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 Exceed Bensin-AT,2019,171000000.0,97500.0,Bensin,Automatic,1.5
Daihatsu,Luxio,1.5 D Bensin-MT,2018,160000000.0,107500.0,Bensin,Manual,1.5
Toyota,Sienta,1.5 G Bensin-MT,2019,158000000.0,57500.0,Bensin,Manual,1.5
Mitsubishi,Xpander,1.5 GLS Bensin-MT,2017,172000000.0,97500.0,Bensin,Manual,1.5
Toyota,Avanza,1.3 E Bensin-MT,2022,179000000.0,47500.0,Bensin,Manual,1.3
Suzuki,Ertiga,1.5 Hybrid GX Bensin-MT,2022,190000000.0,17500.0,Hybrid,Manual,1.5
Honda,Accord,2.4 VTI-L Bensin-AT,2013,175000000.0,97500.0,Bensin,Automatic,2.4
Nissan,X-Trail,2.5 Bensin-AT,2015,165000000.0,52500.0,Bensin,Automatic,2.5
Toyota,Kijang Innova,2.0 G Bensin-MT,2012,189000000.0,42500.0,Bensin,Manual,2.0
Toyota,Avanza,1.5 Veloz Bensin-MT,2018,165000000.0,32500.0,Bensin,Manual,1.5
Honda,Brio,1.2 RS Bensin-AT,2022,180000000.0,32500.0,Bensin,Automatic,1.2
Honda,Jazz,1.5 RS Bensin-MT,2017,199000000.0,52500.0,Bensin,Manual,1.5
Suzuki,SX4,1.5 S-Cross Bensin-AT,2017,157000000.0,72500.0,Bensin,Automatic,1.5
Nissan,Serena,2.0 Highway Star Bensin-AT,2015,165000000.0,87500.0,Bensin,Automatic,2.0
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2020,199000000.0,57500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.5 GX Bensin-AT,2019,175000000.0,67500.0,Bensin,Automatic,1.5
Mazda,2,1.5 R Bensin-AT,2017,175000000.0,77500.0,Bensin,Automatic,1.5
Mazda,2,1.5 R Bensin-AT,2015,160000000.0,42500.0,Bensin,Automatic,1.5
BMW,X1,2.0 sDrive18i Executive Bensin-AT,2011,155000000.0,147500.0,Bensin,Automatic,2.0
Mitsubishi,Xpander,1.5 Exceed Bensin-MT,2018,185000000.0,82500.0,Bensin,Manual,1.5
Honda,HR-V,1.5 E Bensin-AT,2015,195000000.0,82500.0,Bensin,Automatic,1.5
Honda,CR-V,2.4 New Prestige Bensin-AT,2014,180000000.0,82500.0,Bensin,Automatic,2.4
Daihatsu,Xenia,1.3 R Bensin-MT,2023,195000000.0,42500.0,Bensin,Manual,1.3
Nissan,X-Trail,2.5 XT Bensin-AT,2016,195000000.0,87500.0,Bensin,Automatic,2.5
Honda,BR-V,1.5 E Bensin-AT,2017,165000000.0,92500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 New E Bensin-AT,2020,157000000.0,27500.0,Bensin,Automatic,1.2
Toyota,Yaris,1.5 TRD Sportivo 7 AB Bensin-AT,2020,199000000.0,72500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-AT,2019,157000000.0,52500.0,Bensin,Automatic,1.5
Suzuki,SX4,1.5 S-Cross Bensin-AT,2018,188000000.0,52500.0,Bensin,Automatic,1.5
Nissan,Serena,2.0 Highway Star Panoramic Bensin-AT,2010,158000000.0,97500.0,Bensin,Automatic,2.0
Honda,Brio,1.2 New RS Bensin-AT,2024,166600000.0,2500.0,Bensin,Automatic,1.2
Honda,HR-V,1.5 E Bensin-AT,2016,189000000.0,127500.0,Bensin,Automatic,1.5
Mazda,2,1.5 GT Skyactiv Bensin-AT,2016,169000000.0,42500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 V Bensin-AT,2013,166000000.0,137500.0,Bensin,Automatic,2.0
Honda,Jazz,1.5 RS Bensin-AT,2014,180000000.0,87500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 New S Bensin-MT,2016,187000000.0,82500.0,Bensin,Manual,1.5
Honda,Freed,1.5 E Bensin-AT,2013,155000000.0,52500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 R Deluxe Bensin-AT,2020,199500000.0,32500.0,Bensin,Automatic,1.5
Chevrolet,Colorado,2.4 LTZ Solar-MT,2012,180000000.0,47500.0,Diesel,Manual,2.4
Chevrolet,Trax,1.4 Premier Bensin-AT,2019,185000000.0,62500.0,Bensin,Automatic,1.4
Honda,Jazz,1.5 S Bensin-AT,2014,175000000.0,42500.0,Bensin,Automatic,1.5
Nissan,Serena,2.0 Highway Star Bensin-AT,2013,155000000.0,112500.0,Bensin,Automatic,2.0
Honda,Freed,1.5 A Bensin-AT,2014,162000000.0,162500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-MT,2013,155000000.0,192500.0,Bensin,Manual,1.5
Honda,Jazz,1.5 S Bensin-MT,2018,165000000.0,47500.0,Bensin,Manual,1.5
Honda,HR-V,1.5 E Bensin-AT,2016,181111111.0,112500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-MT,2019,165000000.0,47500.0,Bensin,Manual,1.5
Toyota,Kijang Innova,2.0 G Bensin-MT,2014,170000000.0,137500.0,Bensin,Manual,2.0
Wuling,Almaz,1.5 Bensin-AT,2019,175000000.0,97500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.5 R Bensin-AT,2021,188000000.0,32500.0,Bensin,Automatic,1.5
Daihatsu,Rocky,1.2 X Bensin-MT,2022,179500000.0,27500.0,Bensin,Manual,1.2
Suzuki,XL7,1.5 Alpha Bensin-AT,2020,199000000.0,52500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 TRD Sportivo Bensin-MT,2020,199000000.0,7500.0,Bensin,Manual,1.5
Honda,City,1.5 E Bensin-AT,2015,165000000.0,77500.0,Bensin,Automatic,1.5
Honda,City,1.5 E Bensin-AT,2014,160000000.0,77500.0,Bensin,Automatic,1.5
Honda,CR-V,2.0 Bensin-AT,2013,185000000.0,117500.0,Bensin,Automatic,2.0
Mazda,2,1.5 R Bensin-AT,2015,170000000.0,117500.0,Bensin,Automatic,1.5
Wuling,Cortez,1.5 CT Lux Plus Bensin-AT,2019,175000000.0,67500.0,Bensin,Automatic,1.5
Wuling,Cortez,1.5 LT Lux Bensin-AT,2019,175000000.0,67500.0,Bensin,Automatic,1.5
Toyota,Camry,2.5 V Bensin-AT,2012,165000000.0,147500.0,Bensin,Automatic,2.5
Suzuki,Ertiga,1.5 GX Bensin-AT,2019,175000000.0,67500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 New E Bensin-AT,2023,187000000.0,12500.0,Bensin,Automatic,1.2
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2018,191000000.0,72500.0,Bensin,Automatic,1.5
Nissan,X-Trail,2.5 Bensin-AT,2014,160000000.0,52500.0,Bensin,Automatic,2.5
Suzuki,Ciaz,1.4 Bensin-AT,2015,156000000.0,152500.0,Bensin,Automatic,1.4
Suzuki,SX4,1.5 S-Cross Bensin-AT,2017,158000000.0,82500.0,Bensin,Automatic,1.5
Mitsubishi,Delica,2.0 D5 Bensin-AT,2014,188000000.0,72500.0,Bensin,Automatic,2.0
Toyota,Sienta,1.5 V Bensin-AT,2017,160000000.0,77500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Bensin-AT,2018,198500000.0,87500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2017,200000000.0,102500.0,Bensin,Automatic,1.5
Nissan,X-Trail,2.5 Bensin-AT,2015,165000000.0,52500.0,Bensin,Automatic,2.5
