Merek,Model,Varian,Tahun,harga,Jarak tempuh,Tipe bahan bakar,Transmisi,Kapasitas mesin
Nissan,X-Trail,2.4 ST Bensin-AT,2004,70000000.0,152500.0,Bensin,Automatic,2.4
Toyota,Yaris,1.5 E Bensin-MT,2010,110000000.0,87500.0,Bensin,Manual,1.5
Toyota,Avanza,1.3 G Bensin-MT,2021,154000000.0,32500.0,Bensin,Manual,1.3
Toyota,Kijang Innova,2.4 G Solar-AT,2016,280000000.0,77500.0,Diesel,Automatic,2.4
Daihatsu,Xenia,1.3 R Custom Bensin-MT,2021,195000000.0,52500.0,Bensin,Manual,1.3
Daihatsu,Xenia,1.5 R Deluxe Bensin-MT,2021,180000000.0,42500.0,Bensin,Manual,1.5
Honda,CR-V,2.4 Prestige Bensin-AT,2015,250000000.0,97500.0,Bensin,Automatic,2.4
Toyota,Voxy,2.0 Bensin-AT,2019,319000000.0,82500.0,Bensin,Automatic,2.0
Honda,HR-V,1.5 New SE Bensin-AT,2022,370000000.0,37500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Luxury Bensin-MT,2018,265550000.0,57500.0,Bensin,Manual,2.0
Daihatsu,Xenia,1.3 X Bensin-MT,2023,182000000.0,17500.0,Bensin,Manual,1.3
Daihatsu,Sirion,1.3 D Deluxe Bensin-MT,2013,79000000.0,102500.0,Bensin,Manual,1.3
Honda,Civic,1.7 Vti-S Bensin-MT,2004,84000000.0,127500.0,Bensin,Manual,1.7
Honda,City,1.5 Bensin-MT,2004,69000000.0,197500.0,Bensin,Manual,1.5
Toyota,Kijang Innova,2.4 G Solar-AT,2021,330000000.0,47500.0,Diesel,Automatic,2.4
Honda,Civic,1.7 VTi Bensin-MT,2003,98000000.0,207500.0,Bensin,Manual,1.7
Nissan,X-Trail,2.5 XT Bensin-AT,2009,92000000.0,87500.0,Bensin,Automatic,2.5
Isuzu,Panther,2.5 LS Turbo Solar-MT,2007,139000000.0,147500.0,Diesel,Manual,2.5
Toyota,Raize,1.0 GR Sport One Tone Bensin-AT,2021,217000000.0,7500.0,Bensin,Automatic,1.0
Suzuki,Ertiga,1.4 GL Bensin-MT,2018,154000000.0,102500.0,Bensin,Manual,1.4
Toyota,Calya,1.2 G Bensin-MT,2019,130000000.0,7500.0,Bensin,Manual,1.2
Toyota,Avanza,1.3 G Bensin-MT,2014,128000000.0,132500.0,Bensin,Manual,1.3
Daihatsu,Sirion,1.3 Bensin-MT,2016,110000000.0,87500.0,Bensin,Manual,1.3
Mitsubishi,L300,2.5 Solar-MT,1990,50000000.0,252500.0,Diesel,Manual,2.5
Honda,HR-V,1.8 Prestige Bensin-AT,2016,265000000.0,52500.0,Bensin,Automatic,1.8
Honda,Stream,1.7 Bensin-AT,2003,65000000.0,222500.0,Bensin,Automatic,1.7
Toyota,Kijang Innova,2.0 Bensin-MT,2012,162000000.0,102500.0,Bensin,Manual,2.0
Toyota,Avanza,1.3 G Bensin-MT,2011,90000000.0,17500.0,Bensin,Manual,1.3
Honda,Jazz,1.5 RS Bensin-MT,2008,125000000.0,142500.0,Bensin,Manual,1.5
Toyota,Avanza,1.3 G Bensin-MT,2008,88000000.0,97500.0,Bensin,Manual,1.3
Honda,Brio,RS 1.2-AT,2019,168000000.0,42500.0,Bensin,Automatic,1.2
Honda,Mobilio,1.5 RS Bensin-AT,2016,155000000.0,42500.0,Bensin,Automatic,1.5
Toyota,Calya,1.2 G Bensin-MT,2019,118000000.0,67500.0,Bensin,Manual,1.2
Daihatsu,Xenia,1.5 R Deluxe Bensin-MT,2021,195000000.0,27500.0,Bensin,Manual,1.5
Daihatsu,Sigra,1.0 M Bensin-MT,2023,120000000.0,2500.0,Bensin,Manual,1.0
Suzuki,Ertiga,1.4 GL Bensin-MT,2014,125000000.0,72500.0,Bensin,Manual,1.4
Honda,Jazz,1.5 GE Bensin-AT,2008,105000000.0,197500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 TX Bensin-MT,2010,122000000.0,127500.0,Bensin,Manual,1.5
Toyota,Kijang Innova,2.4 G Solar-AT,2021,335000000.0,47500.0,Diesel,Automatic,2.4
Toyota,Kijang Innova,2.4 G Solar-MT,2019,295000000.0,132500.0,Diesel,Manual,2.4
Toyota,Fortuner,2.5 G TRD Solar-AT,2014,280000000.0,257500.0,Diesel,Automatic,2.5
Honda,Brio Satya,1.2 E Bensin-MT,2016,118500000.0,72500.0,Bensin,Manual,1.2
Isuzu,Panther,2.5 LV Solar-MT,2000,55000000.0,47500.0,Diesel,Manual,2.5
Mazda,CX-5,2.5 Touring Bensin-AT,2018,280000000.0,27500.0,Bensin,Automatic,2.5
Honda,Jazz,1.5 VTEC Bensin-MT,2006,87000000.0,142500.0,Bensin,Manual,1.5
Honda,Civic,1.7 Vti-S Bensin-MT,2004,84000000.0,127500.0,Bensin,Manual,1.7
Daihatsu,Xenia,1.5 R Deluxe Bensin-MT,2021,164000000.0,32500.0,Bensin,Manual,1.5
Daihatsu,Terios,1.5 ADVENTURE R Bensin-AT,2016,156000000.0,82500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 G Bensin-AT,2019,195000000.0,72500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Bensin-AT,2015,190000000.0,147500.0,Bensin,Automatic,1.5
Nissan,X-Trail,2.5 CVT Bensin-AT,2014,110000000.0,117500.0,Bensin,Automatic,2.5
Daihatsu,Terios,1.5 TX Bensin-MT,2012,125000000.0,152500.0,Bensin,Manual,1.5
Suzuki,Swift,1.5 GTS Bensin-MT,2010,105000000.0,87500.0,Bensin,Manual,1.5
Daihatsu,Ayla,1.0 X Elegant Bensin-MT,2014,88000000.0,117500.0,Bensin,Manual,1.0
Toyota,Kijang Super,1.5 Bensin-MT,1991,29000000.0,2500.0,Bensin,Manual,1.5
Toyota,Sienta,1.5 V Bensin-AT,2016,160000000.0,127500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.4 G Solar-MT,2016,275000000.0,72500.0,Diesel,Manual,2.4
Daihatsu,Xenia,1.3 M Bensin-MT,2022,169000000.0,77500.0,Bensin,Manual,1.3
Isuzu,Panther,2.5 LS Solar-MT,2007,139000000.0,137500.0,Diesel,Manual,2.5
Nissan,March,1.2 Bensin-AT,2012,83000000.0,82500.0,Bensin,Automatic,1.2
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2018,404000000.0,97500.0,Diesel,Automatic,2.4
Nissan,X-Trail,2.5 ST Bensin-AT,2015,190000000.0,107500.0,Bensin,Automatic,2.5
Toyota,Rush,1.5 TRD Sportivo 7 Bensin-MT,2021,205000000.0,22500.0,Bensin,Manual,1.5
Toyota,Kijang Innova,2.0 G Bensin-AT,2016,243000000.0,92500.0,Bensin,Automatic,2.0
Daihatsu,Xenia,1.0 Li Bensin-MT,2007,73000000.0,17500.0,Bensin,Manual,1.0
Suzuki,Katana,1.0 GX Bensin-MT,1993,54500000.0,47500.0,Bensin,Manual,1.0
Toyota,Kijang Innova,2.4 G Solar-MT,2016,275000000.0,72500.0,Diesel,Manual,2.4
Toyota,Kijang Innova,2.0 G Bensin-MT,2018,215000000.0,87500.0,Bensin,Manual,2.0
Toyota,Avanza,1.5 G Bensin-MT,2022,210000000.0,42500.0,Bensin,Manual,1.5
Toyota,Calya,1.2 E Bensin-MT,2016,105000000.0,142500.0,Bensin,Manual,1.2
Nissan,X-Trail,2.5 Bensin-AT,2016,185000000.0,67500.0,Bensin,Automatic,2.5
Suzuki,Karimun Wagon R,1.0 GS Bensin-MT,2017,97000000.0,197500.0,Bensin,Manual,1.0
Honda,Jazz,1.5 RS Bensin-AT,2014,195000000.0,92500.0,Bensin,Automatic,1.5
Daihatsu,Ayla,1.2 R Deluxe Bensin-MT,2018,105000000.0,62500.0,Bensin,Manual,1.2
Honda,Mobilio,1.5 E Bensin-MT,2014,124000000.0,102500.0,Bensin,Manual,1.5
Daihatsu,Terios,1.5 TS Bensin-MT,2014,119000000.0,62500.0,Bensin,Manual,1.5
Toyota,Calya,1.2 G Bensin-MT,2019,127000000.0,42500.0,Bensin,Manual,1.2
Nissan,Grand livina,1.5 XV Highway Star Bensin-AT,2012,98000000.0,127500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-MT,2014,124000000.0,12500.0,Bensin,Manual,1.5
Hino,R260,7.7 Solar-MT,2013,690000000.0,152500.0,Diesel,Manual,7.7
Nissan,March,1.2 Bensin-AT,2012,82000000.0,82500.0,Bensin,Automatic,1.2
Honda,HR-V,1.5 E Bensin-AT,2016,237000000.0,97500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 RS Bensin-AT,2016,134000000.0,137500.0,Bensin,Automatic,1.2
Honda,Brio Satya,1.2 E Bensin-MT,2017,123000000.0,57500.0,Bensin,Manual,1.2
Toyota,Calya,1.2 New G Bensin-MT,2018,116000000.0,27500.0,Bensin,Manual,1.2
Toyota,Kijang Innova,2.4 G Solar-MT,2018,301000000.0,72500.0,Diesel,Manual,2.4
Daihatsu,Terios,1.5 TX Bensin-MT,2013,125000000.0,152500.0,Bensin,Manual,1.5
Daihatsu,Xenia,1.3 X Bensin-MT,2012,95000000.0,227500.0,Bensin,Manual,1.3
Honda,Jazz,1.5 S Bensin-AT,2014,174000000.0,117500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-MT,2014,130000000.0,107500.0,Bensin,Manual,1.5
Toyota,Agya,1.2 G TRD Sportivo Bensin-MT,2018,112000000.0,57500.0,Bensin,Manual,1.2
Wuling,Almaz,1.5 Exclusive 5-Seater Bensin-AT,2022,215000000.0,17500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 New E Bensin-AT,2023,172000000.0,32500.0,Bensin,Automatic,1.2
Honda,Civic,1.5 Bensin-MT,1990,44000000.0,112500.0,Bensin,Manual,1.5
Honda,HR-V,1.5 E Limited Edition Bensin-AT,2015,170000000.0,137500.0,Bensin,Automatic,1.5
Nissan,Grand livina,1.5 SV Bensin-MT,2013,110000000.0,117500.0,Bensin,Manual,1.5
Toyota,Avanza,1.3 G Bensin-MT,2019,153000000.0,72500.0,Bensin,Manual,1.3
Nissan,Grand livina,1.5 S Bensin-AT,2013,85000000.0,67500.0,Bensin,Automatic,1.5
Chevrolet,Captiva,2.0 LTZ Solar-AT,2016,225000000.0,102500.0,Diesel,Automatic,2.0
Nissan,Sentra,1.5 Bensin-MT,1991,20000000.0,47500.0,Bensin,Manual,1.5
Daihatsu,Xenia,1.0 Li Bensin-MT,2005,71000000.0,127500.0,Bensin,Manual,1.0
Honda,HR-V,1.5 New E Bensin-AT,2016,220000011.0,67500.0,Bensin,Automatic,1.5
Honda,CR-V,1.5 Turbo Prestige Bensin-AT,2021,445000000.0,47500.0,Bensin,Automatic,1.5
Mitsubishi,Pajero Sport,2.5 Exceed 4x2 Solar-AT,2011,217500000.0,202500.0,Bensin,Manual,2.5
Honda,Jazz,1.5 RS Bensin-AT,2017,221000000.0,87500.0,Bensin,Automatic,1.5
Mitsubishi,Pajero Sport,2.5 Dakar 4x2 Solar-AT,2015,280000000.0,167500.0,Diesel,Manual,2.5
Toyota,Avanza,1.3 G Bensin-MT,2013,124000000.0,102500.0,Bensin,Manual,1.3
Mitsubishi,Kuda,2.5 GLS Solar-MT,2000,53850000.0,252500.0,Diesel,Manual,2.5
Honda,Jazz,1.5 A Bensin-AT,2006,90000000.0,102500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Bensin-AT,2015,190000000.0,97500.0,Bensin,Automatic,1.5
Toyota,Kijang,2.0 Bensin-MT,2002,70000000.0,22500.0,Bensin,Manual,2.0
Daihatsu,Ayla,1.2 R Bensin-MT,2018,115000000.0,67500.0,Bensin,Manual,1.2
Toyota,Yaris,1.5 TRD Sportivo 7 AB Bensin-AT,2018,205000000.0,62500.0,Bensin,Automatic,1.5
Suzuki,Splash,1.2 GL Bensin-MT,2011,74000000.0,152500.0,Bensin,Manual,1.2
Toyota,Agya,1.2 GR Sport Bensin-AT,2021,155000000.0,32500.0,Bensin,Automatic,1.2
Honda,CR-V,1.5 Turbo Prestige Bensin-AT,2021,475000000.0,27500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.5 GX Bensin-AT,2018,187000000.0,57500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 V Luxury Bensin-MT,2015,195000000.0,42500.0,Bensin,Manual,2.0
Mitsubishi,Xpander,1.5 Sport Bensin-AT,2018,200000000.0,102500.0,Bensin,Automatic,1.5
Toyota,Calya,1.2 E Bensin-MT,2017,91000000.0,87500.0,Bensin,Manual,1.2
Mitsubishi,Outlander Sport,2.0 PX Bensin-AT,2013,155000000.0,92500.0,Bensin,Automatic,2.0
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2022,530000000.0,27500.0,Diesel,Automatic,2.4
Mazda,CX-5,2.5 Kuro Edition Bensin-AT,2022,513000000.0,32500.0,Bensin,Automatic,2.5
Isuzu,Pick-Up,2.5 Solar-MT,2019,120000000.0,67500.0,Diesel,Manual,2.5
Honda,Brio,1.2 E Bensin-MT,2023,162000000.0,12500.0,Bensin,Manual,1.2
Honda,Stream,2.0 Bensin-MT,2004,75000000.0,192500.0,Bensin,Manual,2.0
Toyota,Kijang Innova,2.4 Q Venturer Solar-AT,2019,412000000.0,82500.0,Diesel,Automatic,2.4
Toyota,Kijang Innova,2.4 G Solar-AT,2023,379000000.0,12500.0,Diesel,Automatic,2.4
Toyota,Avanza,1.3 G Bensin-MT,2004,81500000.0,232500.0,Bensin,Manual,1.3
Toyota,Agya,1.2 G Bensin-MT,2017,110000000.0,87500.0,Bensin,Manual,1.2
Honda,HR-V,1.5 SE Bensin-AT,2022,360000000.0,37500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.2 X Bensin-MT,2018,113000000.0,72500.0,Bensin,Manual,1.2
Honda,BR-V,1.5 E Bensin-AT,2017,176000000.0,92500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.0 M Bensin-MT,2019,102000000.0,37500.0,Bensin,Manual,1.0
Toyota,Rush,1.5 New TRD Sportivo Bensin-MT,2021,230000000.0,42500.0,Bensin,Manual,1.5
Wuling,Confero S,1.5 C Bensin-MT,2022,82000000.0,52500.0,Bensin,Manual,1.5
Isuzu,Grand touring,2.5 Solar-MT,2011,179000000.0,112500.0,Diesel,Manual,2.5
Suzuki,Ertiga,1.5 GL Bensin-MT,2012,108000000.0,162500.0,Bensin,Manual,1.5
Honda,Brio,1.2 Satya E Bensin-AT,2014,112000000.0,77500.0,Bensin,Automatic,1.2
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2017,405000000.0,87500.0,Diesel,Automatic,2.4
Honda,Jazz,1.5 RS Bensin-AT,2019,250000000.0,67500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 GR Sport Bensin-AT,2021,251500000.0,52500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-AT,2016,210000000.0,137500.0,Bensin,Automatic,2.0
Honda,Jazz,1.5 A Bensin-AT,2008,120000000.0,12500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-AT,2017,150000000.0,92500.0,Bensin,Automatic,1.5
Daihatsu,Ayla,1.0 X Bensin-MT,2021,109000000.0,82500.0,Bensin,Manual,1.0
Nissan,Grand livina,1.5 XV Facelift Bensin-AT,2013,103000000.0,117500.0,Bensin,Automatic,1.5
Mitsubishi,Eclipse Cross,1.5 Ultimate Bensin-AT,2019,279000000.0,77500.0,Bensin,Automatic,1.5
Daihatsu,Rocky,1.2 M Bensin-AT,2021,186000000.0,52500.0,Bensin,Automatic,1.2
Toyota,Yaris,1.5 TRD Sportivo Bensin-MT,2020,187000000.0,52500.0,Bensin,Manual,1.5
Honda,Civic,1.7 VTi Bensin-MT,2005,94000000.0,147500.0,Bensin,Manual,1.7
Honda,Jazz,1.5 RS Bensin-AT,2019,249500000.0,32500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 S Bensin-AT,2015,106000000.0,102500.0,Bensin,Automatic,1.2
Toyota,Land Cruiser,4.0 J40 L6 Solar-MT,1986,375000000.0,300000.0,Diesel,Manual,4.0
Toyota,Kijang Innova,2.4 V Solar-AT,2020,369000000.0,82500.0,Diesel,Automatic,2.4
Isuzu,Elf Minibus,2.8 Minibus Diesel-MT,2017,700000000.0,172500.0,Diesel,Manual,2.8
Honda,Brio,1.2 E Bensin-MT,2019,150000000.0,102500.0,Bensin,Manual,1.2
Honda,Civic,1.5 ES Bensin-AT,2016,305000000.0,42500.0,Bensin,Automatic,1.5
Toyota,Calya,1.2 G Bensin-MT,2017,111000000.0,47500.0,Bensin,Manual,1.2
Daihatsu,Sigra,1.2 R Bensin-MT,2022,142000000.0,22500.0,Bensin,Manual,1.2
Toyota,Fortuner,2.4 4x2 VRZ Solar-AT,2019,373000000.0,142500.0,Diesel,Automatic,2.4
Toyota,Avanza,1.5 New Veloz Q TSS Bensin-AT,2022,236000000.0,17500.0,Bensin,Automatic,1.5
Nissan,March,1.2 Bensin-MT,2011,73000000.0,92500.0,Bensin,Manual,1.2
Toyota,Kijang Innova,2.4 Solar-MT,1997,65000000.0,197500.0,Diesel,Manual,2.4
Suzuki,Katana,1.0 GX Bensin-MT,1995,50000000.0,142500.0,Bensin,Manual,1.0
Honda,Civic,1.6 Bensin-MT,1998,65000000.0,197500.0,Bensin,Manual,1.6
Mitsubishi,Xpander,1.5 Sport Bensin-AT,2018,190000000.0,92500.0,Bensin,Automatic,1.5
Hyundai,Trajet,2.0 GLS Bensin-MT,2003,40000000.0,257500.0,Bensin,Manual,2.0
Toyota,Fortuner,2.4 VRZ GR Sport-AT,2021,495000000.0,52500.0,Diesel,Automatic,2.4
Toyota,Kijang,1.5 KF50 Bensin-MT,1995,50000000.0,122500.0,Bensin,Manual,1.5
Honda,CR-Z,1.5 Hybrid-AT,2011,215000000.0,62500.0,Hybrid,Automatic,1.5
Honda,CR-V,2.0 RE1 Bensin-AT,2010,128000000.0,172500.0,Bensin,Automatic,2.0
Nissan,X-Trail,2.0 Bensin-MT,2017,193000000.0,167500.0,Bensin,Manual,2.0
Daihatsu,Ayla,1.0 M Bensin-MT,2016,83000000.0,137500.0,Bensin,Manual,1.0
Nissan,Livina,1.5 X-Gear Bensin-MT,2010,57000000.0,202500.0,Bensin,Manual,1.5
Honda,CR-V,1.5 Turbo Prestige Bensin-AT,2018,340000000.0,102500.0,Bensin,Automatic,1.5
Toyota,Harrier,2.0 Bensin-AT,2014,350000000.0,72500.0,Bensin,Automatic,2.0
Toyota,Kijang Innova,2.4 V Solar-AT,2021,385000000.0,42500.0,Diesel,Automatic,2.4
Datsun,Go Panca,1.2 Live Bensin-MT,2015,76000000.0,52500.0,Bensin,Manual,1.2
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2018,197000000.0,42500.0,Bensin,Automatic,1.5
Toyota,Fortuner,2.8 4x2 GR Sport DSL Solar-AT,2022,550000000.0,37500.0,Diesel,Automatic,2.8
Suzuki,Katana,1.0 GX Bensin-MT,1995,48500000.0,62500.0,Bensin,Manual,1.0
Honda,HR-V,1.8 Prestige Bensin-AT,2019,280000000.0,42500.0,Bensin,Automatic,1.8
Toyota,Agya,1.2 GR Sport Bensin-MT,2023,157000000.0,12500.0,Bensin,Manual,1.2
Honda,Brio Satya,1.2 E Bensin-AT,2017,136000000.0,42500.0,Bensin,Automatic,1.2
Honda,HR-V,1.5 S Bensin-AT,2017,185000000.0,47500.0,Bensin,Automatic,1.5
Hyundai,Creta,1.5 Active Bensin-MT,2023,240000000.0,12500.0,Bensin,Manual,1.5
Daihatsu,Ayla,1.0 D+ Bensin-MT,2019,97000000.0,17500.0,Bensin,Manual,1.0
Toyota,Avanza,1.3 G Bensin-MT,2017,153000000.0,92500.0,Bensin,Manual,1.3
Mazda,CX-5,2.5 Bensin-AT,2013,176000000.0,92500.0,Bensin,Automatic,2.5
Honda,HR-V,1.8 RS Bensin-AT,2016,233000000.0,77500.0,Bensin,Automatic,1.8
Toyota,Calya,1.2 G Bensin-MT,2021,130000000.0,22500.0,Bensin,Manual,1.2
Toyota,Calya,1.2 G Bensin-MT,2019,124000000.0,17500.0,Bensin,Manual,1.2
Daihatsu,Xenia,1.5 R Bensin-MT,2021,180000000.0,47500.0,Bensin,Manual,1.5
Daihatsu,Xenia,1.5 R Deluxe Bensin-MT,2021,180000000.0,72500.0,Bensin,Manual,1.5
Toyota,Sienta,1.5 V Bensin-MT,2017,155000000.0,147500.0,Bensin,Manual,1.5
Nissan,Grand livina,1.5 XV Bensin-AT,2014,110000000.0,122500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 E Bensin-MT,2011,110000000.0,92500.0,Bensin,Manual,1.5
Toyota,Agya,1.0 E Bensin-MT,2017,101000000.0,112500.0,Bensin,Manual,1.0
Mitsubishi,Xpander,1.5 Sport Bensin-AT,2018,195000000.0,87500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2020,240000000.0,37500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 E Bensin-AT,2018,139000000.0,87500.0,Bensin,Automatic,1.2
Toyota,Yaris,1.5 TRD Sportivo Bensin-AT,2018,196000000.0,82500.0,Bensin,Automatic,1.5
Toyota,Sienta,1.5 V Bensin-AT,2017,170000000.0,92500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 RS Bensin-MT,2018,170000000.0,82500.0,Bensin,Manual,1.5
Daihatsu,Sigra,1.2 R Bensin-MT,2022,130000000.0,47500.0,Bensin,Manual,1.2
Daihatsu,Sigra,1.2 R Bensin-MT,2018,120000000.0,77500.0,Bensin,Manual,1.2
Toyota,Calya,1.2 E Bensin-MT,2020,127000000.0,67500.0,Bensin,Manual,1.2
Nissan,Grand livina,1.8 XV Bensin-MT,2011,80000000.0,152500.0,Bensin,Manual,1.8
Nissan,X-Trail,2.0 Bensin-AT,2016,174000000.0,107500.0,Bensin,Automatic,2.0
Nissan,Livina,1.5 New VL Bensin-AT,2021,219500000.0,37500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.5 GL Bensin-AT,2023,204000000.0,37500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-MT,2019,255000000.0,22500.0,Bensin,Manual,2.0
Daihatsu,Ayla,1.0 X Bensin-MT,2015,85000000.0,62500.0,Bensin,Manual,1.0
Toyota,Sienta,1.5 G Bensin-MT,2017,157000000.0,97500.0,Bensin,Manual,1.5
Suzuki,Splash,1.2 DR Bensin-MT,2014,78000000.0,122500.0,Bensin,Manual,1.2
Daihatsu,Ayla,1.0 M Bensin-MT,2016,77000000.0,37500.0,Bensin,Manual,1.0
Toyota,Yaris,1.5 J Bensin-AT,2008,86500000.0,192500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.3 G Bensin-MT,2010,99000000.0,142500.0,Bensin,Manual,1.3
Suzuki,SX4,1.5 Bensin-AT,2009,85000000.0,112500.0,Bensin,Automatic,1.5
Suzuki,Sidekick,1.6 Bensin-MT,1995,42000000.0,102500.0,Bensin,Manual,1.6
Chevrolet,Aveo,1.4 LS Bensin-MT,2010,66000000.0,102500.0,Bensin,Manual,1.4
Nissan,Livina,1.5 Bensin-MT,2012,88000000.0,77500.0,Bensin,Manual,1.5
Toyota,Kijang,2.0 Bensin-MT,2002,78000000.0,97500.0,Bensin,Manual,2.0
Toyota,Kijang Innova,2.0 E Bensin-MT,2007,98000000.0,187500.0,Bensin,Manual,2.0
Suzuki,Katana,1.0 GX Bensin-MT,1993,76500000.0,152500.0,Bensin,Manual,1.0
Toyota,Kijang,1.8 LSX Bensin-MT,2004,72000000.0,162500.0,Bensin,Manual,1.8
Tata,Super Ace,1.4 Solar-MT,2017,70000000.0,22500.0,Diesel,Manual,1.4
Hyundai,Accent,1.5 GLS Bensin-MT,2000,30000000.0,87500.0,Bensin,Manual,1.5
Suzuki,Carry,1.5 FD Bensin-MT,2023,95000000.0,32500.0,Bensin,Manual,1.5
Nissan,Grand livina,1.5 SV Bensin-AT,2012,85000000.0,62500.0,Bensin,Automatic,1.5
Suzuki,SX4,1.5 X-Over Bensin-MT,2009,85000000.0,87500.0,Bensin,Manual,1.5
Honda,City,1.5 VTEC Bensin-AT,2005,71000000.0,172500.0,Bensin,Automatic,1.5
Honda,CR-V,2.0 Bensin-AT,2007,95000000.0,157500.0,Bensin,Automatic,2.0
Nissan,X-Trail,2.5 ST Bensin-AT,2004,48000000.0,132500.0,Bensin,Automatic,2.5
Toyota,Yaris,1.5 J Bensin-MT,2011,85000000.0,92500.0,Bensin,Manual,1.5
Daihatsu,Xenia,1.0 Li+ Bensin-MT,2011,78000000.0,217500.0,Bensin,Manual,1.0
Toyota,Kijang,1.8 LGX Bensin-MT,2003,69000000.0,227500.0,Bensin,Manual,1.8
Toyota,Kijang,2.0 LGX Bensin-MT,2001,100000000.0,197500.0,Diesel,Manual,2.0
Nissan,Livina,1.5 VL Bensin-AT,2019,70000000.0,72500.0,Bensin,Automatic,1.5
Toyota,Agya,1.0 E Bensin-AT,2016,99500000.0,67500.0,Bensin,Automatic,1.0
Chevrolet,Aveo,1.4 LT Bensin-AT,2014,85000000.0,67500.0,Bensin,Automatic,1.4
Nissan,X-Trail,2.0 Bensin-MT,2010,85000000.0,192500.0,Bensin,Manual,2.0
Honda,CR-V,2.0 i-VTEC Bensin-MT,2005,84000000.0,102500.0,Bensin,Manual,2.0
Nissan,Grand livina,1.5 XV Bensin-AT,2010,81500000.0,132500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.0 Li SPORTY Bensin-MT,2009,75000000.0,82500.0,Bensin,Manual,1.0
Datsun,Go+ Panca,1.2 T Bensin-MT,2018,90000000.0,67500.0,Bensin,Manual,1.2
Honda,Accord,2.0 Bensin-MT,1991,35000000.0,102500.0,Bensin,Manual,2.0
Chevrolet,Spin,1.3 LT Solar-MT,2013,83000000.0,202500.0,Diesel,Manual,1.3
Chevrolet,Spark,0.8 Bensin-MT,2003,32000000.0,242500.0,Bensin,Manual,0.8
Toyota,Kijang,1.5 G Bensin-MT,1997,70000000.0,112500.0,Diesel,Manual,1.5
Toyota,Yaris,1.5 E Bensin-MT,2008,83000000.0,152500.0,Bensin,Manual,1.5
Honda,CR-V,2.0 RD Bensin-AT,2005,73000000.0,267500.0,Bensin,Automatic,2.0
Suzuki,APV Arena,1.5 GL Bensin-MT,2015,63000000.0,297500.0,Bensin,Manual,1.5
Nissan,X-Trail,2.4 ST Bensin-AT,2004,55000000.0,132500.0,Bensin,Automatic,2.4
Datsun,Go Panca,1.2 Live Bensin-MT,2018,85000000.0,62500.0,Bensin,Manual,1.2
Datsun,GO,1.2 A Bensin-MT,2019,80000000.0,52500.0,Bensin,Manual,1.2
Renault,KWID,1.0 Icon Bensin-MT,2018,73000000.0,72500.0,Bensin,Manual,1.0
Toyota,Kijang,1.5 LGX Bensin-MT,2000,89000000.0,127500.0,Diesel,Manual,1.5
Toyota,Kijang Innova,2.0 E Bensin-MT,2007,85000000.0,202500.0,Bensin,Manual,2.0
Toyota,Avanza,1.5 S Bensin-MT,2010,68000000.0,12500.0,Bensin,Manual,1.5
Honda,CR-V,2.0 Bensin-MT,2007,97000000.0,117500.0,Bensin,Manual,2.0
Suzuki,Carry,1.3 Bensin-MT,2001,19000000.0,17500.0,Bensin,Manual,1.3
Kia,Rio,1.4 SE Bensin-MT,2012,90000000.0,62500.0,Bensin,Manual,1.4
Toyota,Harrier,2.4 Bensin-AT,2006,100000000.0,142500.0,Bensin,Automatic,2.4
Hyundai,Atoz,1.0 GLS Bensin-MT,2002,45000000.0,117500.0,Bensin,Manual,1.0
